-5.80E-01,-1.87E-01,-1.44E+00,-1.07E-01,-1.89E-01,-4.93E+00,-1.81E+00,-1.82E+00,5.65E-01,-4.20E-01,4.71E-01,1.51E-01,-1.04E+00,3.35E-01,-1.29E-02,-1.55E+00
-1.53E+01,-3.02E+00,-2.97E-01,7.03E-01,-2.37E+00,1.97E-01,-9.11E+00,-7.57E-01,4.82E-01,1.12E-01,9.54E-02,-2.73E+00,2.24E-01,-2.58E-01,-1.93E+01,2.16E+00
6.30E-02,-1.48E-01,-1.35E-01,3.74E-01,8.26E-02,-3.93E-01,-1.66E-02,2.73E-01,-7.17E-02,-1.74E-01,2.89E-01,2.27E-01,2.54E-01,-2.77E-01,-2.10E-02,-7.11E-01
-8.05E-04,4.54E-01,1.10E-02,3.37E-02,-1.35E+00,1.05E-01,-8.42E-03,4.01E-01,-5.27E-02,-3.79E-01,-3.60E-01,-3.12E-02,6.82E-03,-2.35E-01,1.46E-01,6.45E-01
-7.81E-02,3.14E-01,6.19E-01,9.63E-01,2.97E+00,-7.38E-01,-2.87E-02,-2.65E-01,-2.07E-01,-1.38E-01,-6.10E-01,1.19E-01,8.64E-02,-3.00E+00,-3.50E-02,-2.18E+00
-1.07E+00,4.22E-02,-1.87E-01,7.91E-02,6.58E-02,-5.60E-02,-5.05E-01,-2.94E+00,-3.27E-02,-3.52E-01,-4.29E-01,-2.76E-01,-6.93E-02,-2.81E-01,2.13E-01,-1.90E-01
3.25E-01,5.41E-01,5.75E-01,3.64E-01,-4.48E-01,-1.73E+00,1.69E-02,-1.41E+00,-8.34E-01,-4.39E-01,-1.30E+00,-9.81E-03,6.90E-01,-7.93E-01,-1.21E-01,-8.04E-01
5.65E-02,-2.07E+00,-7.15E-01,-2.77E-03,1.04E+00,-1.92E-01,-4.07E-01,-1.21E+00,-2.39E-01,-1.62E-01,2.21E-01,6.26E-01,-2.11E-01,1.82E-01,-4.02E-01,-2.38E+00
-5.44E-01,1.60E-01,1.54E-01,-8.38E-01,-5.05E-02,1.40E+00,-1.83E-01,-6.80E-01,-1.03E+00,1.70E-02,-4.59E-01,-3.66E-01,-7.63E-01,-1.17E-01,-4.21E-01,-3.04E+00
1.08E-01,-2.49E-01,-1.18E+00,4.68E-01,-8.49E-01,-3.18E-01,-6.88E-02,-3.39E-01,-1.84E-01,-1.72E-01,2.73E-01,-5.75E-01,-3.26E-01,-1.45E-01,-7.38E-02,-4.15E-02
-5.37E-01,-3.54E-01,-1.38E-01,5.24E-02,-2.07E-01,3.48E-02,-2.30E-01,1.18E-01,-3.29E-01,8.17E-02,9.25E-02,7.76E-02,-3.99E-01,-3.44E-02,1.10E+00,4.54E-01
-4.37E-01,-1.33E+00,-2.33E+01,-1.48E+01,7.61E-01,-1.75E+01,5.08E-02,-7.98E+00,-1.27E+00,1.43E-01,-4.64E-01,1.42E+00,1.15E+00,9.65E-01,4.11E-01,9.55E-01
-5.29E-01,-1.65E-01,6.18E-01,4.35E-01,-1.10E+00,-1.74E+00,-3.18E-01,1.08E-01,-3.87E+00,-3.67E-01,5.34E-01,-5.05E-03,-7.98E-01,5.03E-01,1.56E-01,-1.78E+00
-3.85E-01,-1.26E-01,-1.11E-01,2.54E-01,-1.98E+00,-3.30E-01,-9.14E-02,1.98E-01,-1.64E+00,-3.04E-01,7.79E-01,-7.71E-02,4.85E-01,1.36E-01,1.96E-01,4.82E-01
8.07E-01,-5.95E-02,-4.48E-02,5.60E-02,-4.20E+00,-7.52E-02,5.86E-01,-5.12E-02,-2.67E-02,-4.30E-01,6.42E-02,-2.75E-03,-3.32E-02,9.26E-03,-1.34E+00,-6.35E-02
-1.18E-01,6.82E-01,1.34E-01,6.36E-01,-2.04E-02,-1.61E+00,-3.04E-02,5.70E-01,-4.25E-02,-3.75E-01,-6.19E-01,-6.18E-02,8.94E-01,-7.48E-01,1.57E-01,-2.17E+00
-2.69E-01,6.26E-01,-1.04E+00,-2.23E-01,-1.61E+00,1.78E-01,-1.31E-01,3.24E-02,2.64E-02,1.59E-01,-1.48E-01,-3.29E-01,2.24E-01,5.90E-03,6.68E-02,4.64E-01
-7.08E-01,1.67E-01,-6.17E+00,6.01E-02,-5.07E-02,1.94E-02,-1.94E+00,-2.86E-01,-2.87E-01,-2.55E-01,-1.26E-01,-2.27E-02,-4.03E-01,-1.20E-01,8.13E-02,-1.68E+00
-4.96E-02,-3.46E-01,3.63E-01,1.27E-01,-3.78E+00,-5.88E-01,1.60E-01,-1.77E-01,2.59E-01,-3.51E-01,-2.72E+00,2.93E-01,-5.16E-01,-1.27E+00,1.46E-01,-2.45E-02
-1.75E-01,-2.36E-01,6.99E-02,8.32E-02,-5.80E-01,-1.03E-01,9.65E-02,1.83E-01,-8.60E-01,-2.82E-01,1.24E-01,-4.47E-01,-4.10E-02,-1.91E-02,-8.73E-03,-1.39E+00
4.62E-01,3.26E-01,6.08E-03,6.28E-02,-3.00E-01,-2.56E-02,1.64E-01,-7.71E-01,-2.13E-01,-4.76E-01,-6.96E-02,3.07E-01,2.28E-01,1.18E-02,-1.56E-01,-5.68E-01
7.17E-01,2.74E-02,1.07E+00,-4.03E-01,1.21E-02,1.78E-02,4.20E-01,1.75E+00,-3.02E-01,5.15E-02,-1.15E+00,7.22E-01,4.82E-01,-9.45E-02,-6.19E-01,-1.98E-01
-4.61E-01,1.30E-01,3.12E-02,-9.15E-02,-7.21E-01,-8.80E-02,-1.16E-01,-5.90E-01,7.52E-01,1.82E-01,5.06E-01,-2.64E-01,5.72E-01,2.76E-01,3.23E-01,-1.28E+00
3.78E-01,2.49E-01,-9.62E-01,1.20E+00,-1.71E+00,-2.32E-01,4.33E-02,-1.17E+00,3.69E-01,-1.53E-01,-8.16E-01,-1.25E+00,-5.44E-01,-1.23E+00,-5.78E-01,-1.32E-01
-5.92E-01,4.44E-02,-3.45E-01,-2.26E-01,-1.36E+00,-3.89E-02,-3.98E-01,1.49E-01,1.18E-01,-1.16E-01,-9.59E-01,1.19E-01,-1.06E-01,-2.40E-01,-9.06E-02,-6.35E-01
1.36E-02,1.57E-01,-1.74E+00,-9.14E-02,3.38E-01,2.70E-02,-1.72E-01,2.16E-03,-1.12E-01,1.99E-02,1.31E-01,-5.52E-02,-1.26E-01,1.17E-01,-1.20E-01,1.52E-01
1.10E-01,-9.08E-01,-6.63E-01,3.54E-01,-4.09E-01,-4.21E-01,-7.63E-02,-1.06E+00,-1.74E-01,9.38E-02,7.38E-01,8.27E-02,1.10E-01,6.43E-02,-3.85E-02,-5.43E-01
-3.69E-01,3.58E-03,-3.47E+00,1.29E-02,-8.05E-02,-3.52E-02,-2.93E-01,-2.55E-01,-4.19E-02,5.49E-02,1.14E-01,5.10E-02,-2.12E-02,-1.42E-02,-3.65E-02,-1.36E-02
-1.27E+00,1.25E-01,-1.60E+00,-1.36E-01,-1.77E-01,1.75E-01,-1.32E+00,2.36E-01,-1.56E-01,-3.67E-01,2.50E-01,4.98E-01,6.25E-01,2.38E-01,-1.14E-01,-3.08E-01
-1.08E-01,2.00E-02,-3.93E-01,-2.57E-02,-3.47E+00,1.20E-01,-1.34E-01,-5.83E-01,8.31E-02,-7.73E-02,-6.75E-01,2.79E-02,-4.94E-01,-3.32E-01,-5.30E-03,-1.01E+00
4.46E-02,1.81E-01,-5.96E-01,1.09E-01,-1.18E-02,7.12E-02,-9.85E-03,1.15E-01,2.42E-02,-8.93E-02,-7.77E-01,3.86E-02,-2.13E-01,-5.09E-01,-6.39E-02,-1.37E-01
-4.93E+00,4.30E-02,-1.47E-01,2.80E-03,7.98E-02,-7.47E-02,-4.97E+00,-2.31E+00,-3.80E-02,-2.00E-01,1.39E-01,1.04E-01,-6.09E-02,8.90E-02,-8.50E-02,7.51E-02
